ID,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,CommunicationSkill,Behaviour,Experience,LvlGrownInOrg,ContributionIndex,TechnicalExpertise,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,WorkLifeBalance,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,FormalWarnings,ProjectsContributed,Attrition,YearsAtCompany
916,29,Travel_Rarely,1010,Research & Development,1,Female,97,3,1,Research Scientist,4,Divorced,3760,5598,1,Y,No,15,3,2,1,38162,1,7070,2,1,80,3,3,5,3,Life Sciences,1,1249,1,3,2,1,2,0,10,0,3
917,24,Travel_Frequently,567,Research & Development,2,Female,32,3,1,Research Scientist,4,Single,3760,17218,1,Y,Yes,13,3,5,1,5676,5,3969,4,3,80,0,6,2,1,Technical Degree,1,1646,1,3,3,1,3,0,17,0,6
918,38,Travel_Rarely,397,Research & Development,2,Female,54,2,3,Manufacturing Director,3,Married,7756,14199,3,Y,Yes,19,3,5,1,40720,1,2779,8,4,80,1,10,6,2,Medical,1,1638,4,4,4,0,2,0,7,0,5
919,37,Travel_Rarely,783,Research & Development,7,Male,78,3,2,Research Scientist,1,Married,4284,13588,5,Y,Yes,22,4,1,1,13134,2,5481,12,3,80,1,16,2,4,Medical,1,1885,4,3,3,0,4,0,10,0,5
920,45,Travel_Rarely,1449,Sales,2,Female,94,1,5,Manager,2,Single,18824,2493,2,Y,Yes,16,3,3,1,14203,0,10143,55,1,80,0,26,2,3,Marketing,1,1277,1,3,10,1,11,0,15,1,24
921,34,Travel_Rarely,1239,Sales,13,Male,39,3,3,Sales Executive,3,Divorced,8628,22914,1,Y,No,18,3,5,1,45582,3,8673,3,3,80,1,9,2,4,Medical,1,1951,4,2,7,1,1,0,31,0,8
922,43,Travel_Rarely,177,Research & Development,8,Female,55,3,2,Manufacturing Director,2,Divorced,4765,23814,4,Y,No,21,4,3,1,3911,6,1239,0,3,80,1,4,2,3,Life Sciences,1,920,1,4,0,0,0,0,3,0,1
923,31,Travel_Frequently,307,Research & Development,29,Male,71,2,1,Laboratory Technician,2,Single,3479,11652,0,Y,No,11,3,3,1,49207,3,2149,8,2,80,0,6,2,2,Medical,1,355,3,4,4,1,4,0,4,1,5
924,31,Travel_Frequently,798,Research & Development,7,Female,48,2,3,Manufacturing Director,3,Married,8943,14034,1,Y,No,24,4,5,1,14799,1,5586,9,1,80,1,10,2,2,Life Sciences,1,442,3,3,9,8,9,0,16,0,10
925,45,Travel_Rarely,176,Human Resources,4,Female,56,1,3,Human Resources,3,Married,9756,6595,4,Y,No,21,4,2,1,12736,5,1232,0,3,80,2,9,2,3,Life Sciences,1,1744,3,4,0,0,3,0,3,0,5
926,37,Travel_Rarely,674,Research & Development,13,Male,47,3,2,Research Scientist,4,Married,4285,3031,1,Y,No,17,3,1,1,40506,6,4718,14,1,80,0,10,2,3,Medical,1,1543,1,3,8,3,7,0,14,0,10
927,41,Travel_Rarely,334,Sales,2,Male,88,3,4,Manager,2,Single,16015,15896,1,Y,No,19,3,5,1,46821,5,2338,40,2,80,0,22,2,4,Life Sciences,1,410,4,3,10,0,4,0,3,0,22
928,50,Travel_Rarely,939,Research & Development,24,Male,95,3,4,Manufacturing Director,3,Married,13973,4161,3,Y,Yes,18,3,3,1,47910,6,6573,27,4,80,1,22,2,3,Life Sciences,1,1005,4,3,11,1,5,0,9,0,12
929,47,Travel_Frequently,1309,Sales,4,Male,99,3,2,Sales Representative,3,Single,2976,25751,3,Y,No,19,3,4,1,22148,5,9163,0,1,80,0,5,3,1,Medical,1,467,2,3,0,0,0,0,13,0,0
930,55,Travel_Rarely,685,Sales,26,Male,60,2,5,Manager,4,Married,19586,23037,1,Y,No,21,4,4,1,29655,5,4795,26,3,80,1,36,3,5,Marketing,1,1578,3,3,6,2,13,0,11,0,36
931,36,Travel_Rarely,335,Sales,17,Male,33,2,2,Sales Executive,2,Married,5507,16822,2,Y,No,16,3,2,1,14841,1,2345,3,3,80,2,12,1,2,Marketing,1,1908,3,1,2,1,3,0,10,0,4
932,37,Travel_Rarely,228,Sales,6,Male,98,3,2,Sales Executive,4,Married,6502,22825,4,Y,No,14,3,4,1,11897,6,1596,4,2,80,1,7,5,4,Medical,1,378,3,4,4,0,1,0,2,0,5
933,45,Travel_Frequently,1199,Research & Development,7,Male,77,4,2,Manufacturing Director,3,Married,6434,5118,4,Y,No,17,3,4,1,2348,2,8393,4,4,80,1,9,1,4,Life Sciences,1,341,1,3,2,0,2,0,15,0,3
934,35,Travel_Rarely,219,Research & Development,16,Female,44,2,2,Manufacturing Director,2,Married,4788,25388,0,Y,Yes,11,3,4,1,38345,1,1533,4,4,80,0,4,2,2,Other,1,1886,4,3,2,0,2,0,4,0,3
935,26,Travel_Frequently,426,Human Resources,17,Female,58,3,1,Human Resources,3,Divorced,2741,22808,0,Y,Yes,11,3,4,1,4692,0,2982,0,2,80,1,8,2,4,Life Sciences,1,608,2,2,7,1,0,0,7,1,7
936,34,Travel_Rarely,1440,Sales,7,Male,55,3,1,Sales Representative,3,Married,2308,4944,0,Y,Yes,25,4,2,1,24422,5,10080,11,2,80,1,12,4,2,Technical Degree,1,1541,2,3,10,5,7,0,26,0,11
937,39,Travel_Rarely,1498,Sales,21,Male,44,2,2,Sales Executive,4,Married,6120,3567,3,Y,Yes,12,3,1,1,13238,4,10486,8,4,80,2,8,2,4,Life Sciences,1,1390,1,4,4,1,4,0,34,0,5
938,26,Travel_Rarely,1066,Research & Development,2,Male,32,4,2,Manufacturing Director,4,Married,5472,3334,1,Y,No,12,3,4,1,24899,2,7462,10,2,80,0,8,2,2,Medical,1,1018,4,3,7,1,3,0,33,0,8
939,31,Travel_Frequently,715,Sales,2,Male,54,3,2,Sales Executive,1,Single,5332,21602,7,Y,No,13,3,4,1,16351,5,5005,6,4,80,0,10,3,4,Other,1,1613,4,3,2,0,3,0,13,0,5
940,56,Travel_Rarely,1369,Research & Development,23,Male,68,3,4,Manufacturing Director,2,Married,13402,18235,4,Y,Yes,12,3,4,1,1480,3,9583,9,1,80,1,33,0,3,Life Sciences,1,1373,4,3,16,15,9,0,20,0,19
941,41,Non-Travel,509,Research & Development,2,Female,62,2,2,Healthcare Representative,3,Single,6811,2112,2,Y,Yes,17,3,3,1,44389,5,3563,49,1,80,0,10,3,4,Other,1,616,1,3,7,0,7,0,8,0,8
942,44,Travel_Rarely,1099,Sales,5,Male,88,3,5,Manager,2,Married,18213,8751,7,Y,No,11,3,1,1,48929,2,7693,22,3,80,1,26,5,3,Marketing,1,1267,2,3,9,3,10,0,12,0,22
943,30,Travel_Frequently,600,Human Resources,8,Female,66,2,1,Human Resources,4,Divorced,2180,9732,6,Y,No,11,3,4,1,47272,5,4200,2,3,80,1,6,0,3,Human Resources,1,1747,3,2,2,1,2,0,9,1,4
944,39,Travel_Rarely,116,Research & Development,24,Male,52,3,2,Research Scientist,4,Single,4108,5340,7,Y,No,13,3,5,1,9138,1,812,24,1,80,0,18,2,1,Life Sciences,1,2014,1,3,7,1,7,0,2,0,7
945,25,Travel_Rarely,383,Sales,9,Male,68,2,1,Sales Representative,1,Married,4400,15182,3,Y,No,12,3,3,1,29120,2,2681,1,1,80,0,6,2,2,Life Sciences,1,1439,1,3,2,2,2,0,5,1,3
946,41,Travel_Rarely,167,Research & Development,12,Male,46,3,1,Laboratory Technician,4,Married,4766,9051,3,Y,Yes,11,3,5,1,28172,1,1169,0,1,80,1,6,4,4,Life Sciences,1,1158,2,3,0,0,0,0,3,0,1
947,31,Travel_Rarely,326,Sales,8,Male,31,3,3,Sales Executive,4,Divorced,10793,8386,1,Y,No,18,3,1,1,8754,3,2282,6,1,80,1,13,5,2,Life Sciences,1,1453,1,3,7,9,9,0,10,0,13
948,40,Travel_Frequently,1469,Research & Development,9,Male,35,3,1,Research Scientist,2,Divorced,3617,25063,8,Y,Yes,14,3,3,1,31326,0,10283,0,4,80,1,3,2,4,Medical,1,964,4,3,1,0,0,0,41,0,1
949,50,Travel_Rarely,813,Research & Development,17,Female,50,2,3,Research Director,1,Divorced,13269,21981,5,Y,No,15,3,5,1,14764,1,5691,60,3,80,3,19,3,5,Life Sciences,1,1656,4,3,11,1,11,0,16,0,14
950,50,Travel_Frequently,1421,Research & Development,2,Female,30,3,4,Manager,1,Married,17856,9490,2,Y,No,22,4,1,1,29553,4,9947,1,3,80,1,32,3,3,Medical,1,1215,4,3,2,2,2,0,47,0,2
951,41,Travel_Rarely,918,Sales,6,Male,35,3,3,Sales Executive,3,Single,9241,15869,1,Y,No,12,3,2,1,14143,5,6426,6,2,80,0,10,3,3,Marketing,1,1708,4,3,8,8,7,0,26,0,10
952,45,Non-Travel,1050,Sales,9,Female,65,2,2,Sales Executive,3,Married,5593,17970,1,Y,No,13,3,2,1,23406,4,7350,24,4,80,1,15,2,4,Life Sciences,1,1117,2,3,10,4,12,0,16,0,15
953,33,Travel_Rarely,527,Research & Development,1,Male,63,3,1,Research Scientist,4,Single,2686,5207,1,Y,Yes,13,3,4,1,25310,3,3689,9,3,80,0,10,2,4,Other,1,780,4,2,9,7,8,0,8,1,10
954,44,Travel_Rarely,621,Research & Development,15,Female,73,3,3,Healthcare Representative,4,Married,7978,14075,1,Y,No,11,3,4,1,31480,5,4347,35,4,80,1,10,2,3,Medical,1,1295,1,3,7,0,5,0,8,1,10
955,51,Travel_Rarely,1318,Sales,26,Female,66,3,4,Manager,3,Married,16307,5594,2,Y,No,14,3,2,1,19267,0,9226,20,3,80,1,29,2,4,Marketing,1,851,1,2,6,4,17,0,19,0,20
956,26,Non-Travel,265,Sales,29,Male,79,1,2,Sales Executive,1,Single,4969,21813,8,Y,No,18,3,2,1,2456,1,1855,1,4,80,0,7,6,2,Medical,1,1037,2,3,2,2,2,0,3,1,2
957,29,Travel_Frequently,1404,Sales,20,Female,84,3,1,Sales Representative,4,Married,2157,18203,1,Y,No,15,3,5,1,5121,3,9828,2,2,80,1,3,5,3,Technical Degree,1,974,3,3,1,0,2,0,16,0,3
958,35,Travel_Rarely,819,Research & Development,2,Male,44,2,3,Manufacturing Director,2,Divorced,10274,19588,2,Y,No,18,3,5,1,16373,1,5733,4,2,80,1,15,2,3,Life Sciences,1,1182,3,4,7,6,4,0,18,0,7
959,28,Travel_Rarely,1117,Research & Development,8,Female,66,3,1,Research Scientist,4,Single,3310,4488,1,Y,No,21,4,2,1,33269,6,7819,6,4,80,0,5,3,2,Life Sciences,1,395,4,3,3,0,2,0,16,0,5
960,34,Travel_Rarely,254,Research & Development,1,Male,83,2,1,Research Scientist,4,Married,3622,22794,1,Y,Yes,13,3,1,1,36923,6,1778,7,4,80,1,6,3,2,Life Sciences,1,649,2,3,5,1,3,0,3,0,6
961,43,Travel_Frequently,1422,Sales,2,Male,92,3,2,Sales Executive,4,Married,5675,19246,1,Y,No,20,4,4,1,21525,3,9954,6,3,80,1,7,5,4,Life Sciences,1,1849,1,3,7,7,7,0,15,0,7
962,26,Travel_Rarely,683,Research & Development,2,Male,36,2,1,Research Scientist,4,Single,3904,4050,0,Y,No,12,3,5,1,48213,3,4781,1,4,80,0,5,2,1,Medical,1,1407,1,3,3,1,1,0,18,0,4
963,54,Travel_Rarely,821,Research & Development,5,Male,86,3,5,Research Director,1,Married,19406,8509,4,Y,No,11,3,5,1,20994,1,5747,2,3,80,1,24,4,2,Medical,1,522,1,2,2,1,2,0,9,0,4
964,34,Travel_Frequently,426,Research & Development,10,Male,42,4,2,Manufacturing Director,4,Divorced,4724,17000,1,Y,No,13,3,4,1,40588,4,2982,1,1,80,1,9,3,4,Life Sciences,1,1615,3,3,7,7,2,0,10,0,9
965,35,Travel_Frequently,482,Research & Development,4,Male,87,3,2,Research Scientist,3,Single,4249,2690,1,Y,Yes,11,3,4,1,37096,2,3374,3,2,80,0,9,3,4,Life Sciences,1,1350,3,3,6,1,1,0,5,0,9
966,52,Travel_Rarely,266,Sales,2,Female,57,1,5,Manager,4,Married,19845,25846,1,Y,No,15,3,1,1,25009,5,1862,18,4,80,1,33,3,1,Marketing,1,1038,1,3,14,6,9,0,4,1,32
967,29,Travel_Rarely,469,Sales,10,Male,42,2,2,Sales Executive,3,Single,5869,23413,9,Y,No,11,3,3,1,37794,1,3283,4,3,80,0,8,2,3,Medical,1,1650,3,3,2,1,4,0,11,0,5
968,38,Travel_Rarely,849,Research & Development,25,Female,81,2,3,Research Director,2,Married,12061,26707,3,Y,No,17,3,4,1,15721,0,5943,8,3,80,1,19,2,2,Life Sciences,1,421,1,3,8,0,1,0,10,0,10
969,48,Travel_Frequently,708,Sales,7,Female,95,3,1,Sales Representative,3,Married,2655,11740,2,Y,Yes,11,3,3,1,32662,3,4956,6,3,80,2,19,3,2,Medical,1,1691,4,3,7,7,7,0,7,1,9
970,23,Travel_Rarely,1243,Research & Development,6,Male,63,4,1,Laboratory Technician,1,Married,1601,3445,1,Y,Yes,21,4,5,1,17606,6,8701,0,3,80,2,1,2,3,Life Sciences,1,811,3,3,0,0,0,0,19,1,0
971,29,Travel_Rarely,1252,Research & Development,23,Male,81,4,1,Research Scientist,3,Married,2700,23779,1,Y,No,24,4,4,1,37897,2,8764,49,3,80,1,10,3,2,Life Sciences,1,824,3,3,7,0,7,0,15,0,10
972,43,Travel_Frequently,807,Research & Development,17,Male,38,2,1,Research Scientist,3,Married,2437,15587,9,Y,Yes,16,3,4,1,46492,5,5649,0,4,80,1,6,4,3,Technical Degree,1,1767,3,3,0,0,0,0,21,1,1
973,28,Travel_Rarely,654,Research & Development,1,Female,67,1,1,Research Scientist,2,Single,2216,3872,7,Y,Yes,13,3,4,1,34169,6,4578,12,4,80,0,10,4,2,Life Sciences,1,741,1,3,7,3,7,0,9,1,7
974,49,Travel_Rarely,1490,Research & Development,7,Male,35,3,3,Healthcare Representative,2,Divorced,10466,20948,3,Y,No,14,3,5,1,41032,5,10430,49,2,80,2,29,3,4,Life Sciences,1,1484,3,3,7,0,7,0,42,0,8
975,34,Travel_Rarely,304,Sales,2,Male,60,3,2,Sales Executive,4,Single,6274,18686,1,Y,No,22,4,5,1,43736,5,2128,10,3,80,0,6,5,3,Other,1,786,4,3,5,1,4,0,5,0,6
976,32,Travel_Rarely,234,Sales,1,Male,68,2,1,Sales Representative,2,Married,2269,18024,0,Y,No,14,3,4,1,14948,2,1638,1,2,80,1,3,2,4,Medical,1,2013,2,3,2,2,2,0,3,0,2
977,20,Travel_Rarely,727,Sales,9,Male,54,3,1,Sales Representative,1,Single,2728,21082,1,Y,No,11,3,5,1,36214,0,5089,4,1,80,0,2,3,1,Life Sciences,1,1680,4,3,2,0,2,0,13,0,2
978,34,Non-Travel,999,Research & Development,26,Female,92,2,1,Research Scientist,3,Divorced,2029,15891,1,Y,No,20,4,2,1,47038,2,6993,0,3,80,3,5,2,1,Technical Degree,1,1374,1,3,4,0,0,0,10,0,5
979,28,Travel_Rarely,1423,Research & Development,1,Male,72,2,1,Research Scientist,3,Divorced,1563,12530,1,Y,No,14,3,2,1,41450,5,9961,0,4,80,1,1,2,3,Life Sciences,1,1506,1,1,0,0,0,0,19,0,1
980,42,Travel_Rarely,916,Research & Development,17,Female,82,4,2,Research Scientist,1,Single,6545,23016,3,Y,Yes,13,3,3,1,10968,3,6412,4,3,80,0,10,1,2,Life Sciences,1,347,4,3,2,0,2,0,11,0,3
981,37,Travel_Rarely,977,Research & Development,1,Female,56,2,2,Manufacturing Director,4,Married,6474,9961,1,Y,No,13,3,1,1,8912,3,6839,22,2,80,1,14,2,3,Life Sciences,1,1196,4,2,8,3,11,0,17,0,14
982,34,Travel_Rarely,1303,Research & Development,2,Male,62,2,1,Research Scientist,3,Divorced,2768,8416,3,Y,No,12,3,5,1,42446,2,9121,3,3,80,1,14,3,4,Life Sciences,1,579,4,3,3,5,7,0,21,0,7
983,26,Travel_Rarely,1349,Research & Development,23,Female,90,3,1,Research Scientist,4,Divorced,2886,3032,1,Y,No,22,4,3,1,25538,1,9443,4,2,80,2,3,3,3,Life Sciences,1,560,1,1,2,0,2,0,14,0,3
984,42,Travel_Rarely,269,Research & Development,2,Female,56,2,1,Laboratory Technician,1,Divorced,2593,8007,0,Y,Yes,11,3,2,1,38816,0,1883,6,3,80,1,10,4,3,Medical,1,351,4,3,6,7,8,0,4,0,9
985,44,Travel_Frequently,429,Research & Development,1,Male,99,3,1,Research Scientist,2,Divorced,2342,11092,1,Y,Yes,12,3,2,1,9462,4,3003,3,3,80,3,6,2,2,Medical,1,1792,3,2,3,2,3,0,4,1,5
986,46,Travel_Rarely,1003,Research & Development,8,Female,74,2,2,Research Scientist,1,Divorced,4615,21029,8,Y,Yes,23,4,2,1,29651,4,7021,45,1,80,3,19,2,4,Life Sciences,1,1080,4,3,13,1,7,0,13,0,16
987,41,Travel_Rarely,263,Research & Development,6,Male,59,3,1,Laboratory Technician,1,Single,4721,3119,2,Y,Yes,13,3,1,1,45469,5,1841,73,3,80,0,20,3,3,Medical,1,957,4,3,13,2,17,0,4,0,18
988,35,Travel_Rarely,1349,Research & Development,7,Male,63,2,1,Laboratory Technician,4,Married,2690,7713,1,Y,No,18,3,3,1,39920,3,9443,0,4,80,1,1,5,2,Life Sciences,1,1601,3,2,0,0,1,0,21,0,1
989,44,Travel_Rarely,935,Research & Development,3,Male,89,3,1,Laboratory Technician,1,Married,2362,14669,4,Y,No,12,3,5,1,37838,1,6545,2,3,80,0,10,4,3,Life Sciences,1,1333,1,4,2,1,2,0,10,1,3
990,33,Travel_Rarely,832,Research & Development,5,Female,63,2,1,Research Scientist,4,Married,2911,14776,1,Y,No,13,3,1,1,17556,2,5824,4,3,80,1,2,2,4,Life Sciences,1,338,3,2,2,0,2,0,13,0,2
991,36,Travel_Rarely,676,Research & Development,1,Female,35,3,2,Manufacturing Director,2,Married,5228,23361,0,Y,No,15,3,1,1,8122,0,4732,35,1,80,1,10,2,3,Other,1,823,3,3,7,0,5,0,19,0,9
992,42,Travel_Rarely,265,Sales,5,Male,90,3,5,Manager,3,Married,18303,7770,6,Y,No,13,3,3,1,10586,1,1855,0,2,80,0,21,3,2,Marketing,1,1029,4,4,0,0,0,0,2,0,1
993,40,Travel_Frequently,1184,Sales,2,Male,62,3,2,Sales Executive,2,Married,4327,25440,5,Y,No,12,3,4,1,47920,1,8288,0,4,80,3,5,2,4,Medical,1,1212,2,3,0,0,0,0,19,0,0
994,31,Travel_Rarely,106,Human Resources,2,Male,62,2,2,Human Resources,1,Married,6410,17822,3,Y,No,12,3,3,1,38008,6,742,0,4,80,0,9,1,3,Human Resources,1,424,1,3,2,1,0,0,1,0,2
995,45,Travel_Rarely,192,Research & Development,10,Male,69,3,1,Research Scientist,4,Married,2654,9655,3,Y,No,21,4,5,1,23049,6,1344,4,4,80,2,8,3,2,Life Sciences,1,544,1,2,2,0,2,0,2,0,2
996,33,Travel_Frequently,827,Research & Development,29,Female,54,2,2,Research Scientist,3,Single,4508,3129,1,Y,No,22,4,4,1,43008,3,5789,14,2,80,0,14,4,4,Medical,1,1101,1,3,7,3,8,0,15,1,13
997,31,Travel_Rarely,311,Research & Development,20,Male,89,3,2,Laboratory Technician,3,Divorced,4197,18624,1,Y,No,11,3,4,1,25511,4,2177,16,1,80,1,10,2,3,Life Sciences,1,1881,2,3,8,0,2,0,3,0,10
998,49,Travel_Rarely,1495,Research & Development,5,Male,96,3,2,Healthcare Representative,3,Married,6651,21534,2,Y,No,14,3,3,1,4861,0,10465,2,2,80,1,20,0,4,Technical Degree,1,1473,1,2,2,1,2,0,15,0,3
999,51,Travel_Rarely,1323,Research & Development,4,Male,34,3,1,Research Scientist,3,Married,2461,10332,9,Y,Yes,12,3,2,1,42253,1,9261,0,3,80,3,18,2,4,Life Sciences,1,1081,1,4,0,2,7,0,38,1,10
1000,40,Travel_Rarely,616,Research & Development,2,Female,99,3,1,Laboratory Technician,1,Married,3377,25605,4,Y,No,17,3,2,1,31131,5,4312,6,4,80,1,7,5,2,Life Sciences,1,1802,3,2,3,0,2,0,6,0,4
1001,31,Travel_Rarely,1398,Human Resources,8,Female,96,4,1,Human Resources,2,Single,2109,24609,9,Y,No,18,3,5,1,37317,4,9786,4,4,80,0,8,3,2,Medical,1,1461,4,3,2,0,2,0,14,0,3
1002,40,Travel_Rarely,299,Sales,25,Male,57,2,3,Sales Executive,2,Single,9094,17235,2,Y,Yes,12,3,4,1,43879,6,2093,0,3,80,0,9,2,4,Marketing,1,1318,4,3,4,1,0,0,5,1,5
1003,26,Travel_Rarely,1146,Sales,8,Male,38,2,2,Sales Executive,1,Single,5326,3064,6,Y,No,17,3,1,1,16391,6,8022,3,3,80,0,6,2,3,Technical Degree,1,796,4,2,3,1,2,0,30,1,4
1004,45,Travel_Rarely,950,Research & Development,28,Male,97,3,1,Research Scientist,4,Married,2132,4585,4,Y,No,20,4,4,1,36063,2,6650,12,4,80,1,8,3,3,Technical Degree,1,1546,4,3,4,0,3,0,9,0,5
1005,53,Travel_Rarely,1376,Sales,2,Male,45,3,4,Manager,3,Divorced,14852,13938,6,Y,No,13,3,1,1,18329,6,9632,1,3,80,1,22,3,2,Medical,1,981,3,4,13,15,2,0,30,0,17
1006,41,Non-Travel,247,Research & Development,7,Female,55,1,5,Research Director,3,Divorced,19973,20284,1,Y,No,22,4,4,1,41461,4,1729,26,2,80,2,21,3,1,Life Sciences,1,1035,2,3,16,5,10,0,4,0,21
1007,24,Travel_Rarely,691,Research & Development,23,Male,89,4,1,Research Scientist,4,Married,2725,21630,1,Y,Yes,11,3,2,1,12814,6,4837,10,2,80,2,6,3,3,Medical,1,639,2,3,5,1,4,0,7,0,6
1008,45,Travel_Rarely,538,Research & Development,1,Male,66,3,3,Healthcare Representative,2,Divorced,7441,20933,1,Y,No,12,3,4,1,9028,2,3766,7,1,80,3,10,4,4,Technical Degree,1,1553,1,3,8,7,7,0,8,0,10
1009,22,Non-Travel,457,Research & Development,26,Female,85,2,1,Research Scientist,3,Married,2814,10293,1,Y,Yes,14,3,5,1,31449,5,3199,3,2,80,0,4,2,2,Other,1,1605,2,2,2,1,3,0,5,0,4
1010,28,Travel_Rarely,1172,Sales,3,Female,78,3,1,Sales Representative,2,Married,2856,3692,1,Y,No,19,3,1,1,22948,5,8204,0,4,80,1,1,3,3,Medical,1,1875,2,,0,0,0,0,15,0,1
1011,38,Travel_Rarely,1245,Sales,14,Male,80,3,2,Sales Executive,2,Married,9924,12355,0,Y,No,11,3,5,1,32371,1,8715,7,4,80,1,10,3,3,Life Sciences,1,1582,3,3,8,7,7,0,15,0,9
1012,25,Travel_Rarely,180,Research & Development,2,Male,65,4,1,Research Scientist,1,Single,3424,21632,7,Y,No,13,3,3,1,35418,6,1260,3,3,80,0,6,3,1,Medical,1,854,1,2,3,0,1,0,2,0,4
1013,30,Travel_Rarely,634,Research & Development,17,Female,95,3,3,Manager,1,Married,11916,25927,1,Y,Yes,23,4,2,1,29437,1,4438,8,4,80,2,9,2,4,Medical,1,1321,2,3,1,0,8,0,6,0,9
1014,39,Non-Travel,792,Research & Development,1,Male,77,3,2,Laboratory Technician,4,Married,6472,8989,1,Y,Yes,15,3,4,1,23391,1,5544,10,4,80,1,9,2,3,Life Sciences,1,1737,4,3,8,5,8,0,10,0,9
1015,46,Travel_Rarely,488,Sales,2,Female,75,1,4,Manager,2,Married,16872,14977,3,Y,Yes,12,3,5,1,47873,4,3416,6,2,80,1,28,2,3,Technical Degree,1,363,3,2,7,7,7,0,6,0,7
1016,31,Travel_Rarely,1222,Research & Development,11,Male,48,3,1,Research Scientist,4,Married,2356,14871,3,Y,Yes,19,3,4,1,29126,2,8554,8,2,80,1,8,2,4,Life Sciences,1,895,4,3,4,0,2,0,25,0,6
1017,29,Travel_Rarely,1283,Research & Development,23,Male,54,3,1,Research Scientist,4,Single,2201,18168,9,Y,No,16,3,1,1,3480,5,8981,2,4,80,0,6,4,3,Life Sciences,1,495,4,3,2,1,2,0,23,0,3
1018,20,Travel_Rarely,959,Research & Development,1,Female,83,2,1,Research Scientist,2,Single,2836,11757,1,Y,No,13,3,4,1,47709,6,6713,0,4,80,0,1,0,3,Life Sciences,1,657,4,4,0,0,0,0,11,0,1
1019,37,Travel_Rarely,370,Research & Development,10,Male,58,3,2,Manufacturing Director,1,Single,4213,4992,1,Y,No,15,3,3,1,26429,6,2590,24,2,80,0,10,4,4,Medical,1,1809,4,1,3,0,8,0,6,1,10
1020,53,Travel_Rarely,447,Research & Development,2,Male,39,4,4,Research Director,2,Single,16598,19764,4,Y,No,12,3,2,1,35861,1,3129,7,2,80,0,35,2,3,Medical,1,1472,4,2,8,8,8,0,11,0,9
1021,37,Travel_Rarely,921,Research & Development,10,Female,98,3,1,Laboratory Technician,1,Married,3452,17663,6,Y,No,20,4,5,1,6326,0,6447,12,2,80,1,17,3,3,Medical,1,486,3,3,4,0,3,0,9,0,5
1022,36,Travel_Frequently,566,Research & Development,18,Male,81,4,1,Laboratory Technician,4,Married,3688,7122,4,Y,No,18,3,1,1,30549,1,3962,0,4,80,2,4,2,4,Life Sciences,1,407,3,3,0,0,0,0,6,0,1
1023,29,Travel_Rarely,598,Research & Development,9,Male,91,4,1,Research Scientist,3,Married,2451,22376,6,Y,No,18,3,3,1,30845,6,4186,0,1,80,2,5,2,3,Life Sciences,1,1558,3,2,0,0,0,0,6,0,1
1024,34,Travel_Rarely,1442,Research & Development,9,Female,46,2,3,Healthcare Representative,2,Single,8621,17654,1,Y,No,14,3,3,1,42788,1,10094,6,2,80,0,9,3,3,Medical,1,717,4,4,7,7,7,0,31,0,8
1025,18,Travel_Rarely,230,Research & Development,3,Male,54,3,1,Laboratory Technician,3,Single,1420,25233,1,Y,No,13,3,5,1,4129,1,1610,0,3,80,0,0,2,3,Life Sciences,1,405,3,3,0,0,0,0,4,1,0
1026,56,Non-Travel,667,Research & Development,1,Male,57,3,2,Healthcare Representative,3,Divorced,6306,26236,1,Y,No,21,4,3,1,10279,6,4669,54,1,80,1,13,2,4,Life Sciences,1,2026,3,2,12,1,9,0,11,0,13
1027,28,Travel_Frequently,1009,Research & Development,1,Male,45,2,1,Laboratory Technician,2,Divorced,2596,7160,1,Y,No,15,3,5,1,14286,6,7063,0,1,80,2,1,2,3,Medical,1,1111,1,3,0,0,0,0,22,1,1
1028,31,Travel_Rarely,1062,Research & Development,24,Female,96,2,2,Healthcare Representative,1,Single,6812,17198,1,Y,No,19,3,3,1,19215,4,7434,36,2,80,0,10,2,3,Medical,1,1252,3,3,9,1,8,0,11,0,10
1029,28,Travel_Frequently,289,Research & Development,2,Male,38,2,1,Laboratory Technician,1,Single,2561,5355,7,Y,No,11,3,4,1,44366,0,2023,0,3,80,0,8,2,2,Medical,1,1504,3,2,0,0,0,0,7,1,0
1030,32,Travel_Frequently,1316,Research & Development,2,Female,38,3,2,Research Scientist,3,Single,4998,2338,4,Y,Yes,14,3,5,1,48369,4,9212,49,4,80,0,10,2,2,Life Sciences,1,1235,4,3,7,0,7,0,34,0,8
1031,24,Travel_Rarely,350,Research & Development,21,Male,57,2,1,Laboratory Technician,1,Divorced,2296,10036,0,Y,No,14,3,4,1,46244,0,2450,0,2,80,3,2,3,2,Technical Degree,1,1551,3,3,1,0,0,0,6,0,1
1032,29,Travel_Frequently,461,Research & Development,1,Male,70,4,2,Healthcare Representative,3,Single,6294,23060,8,Y,Yes,12,3,3,1,18076,6,3227,4,4,80,0,10,5,3,Life Sciences,1,1753,4,4,2,0,2,0,6,0,3
